Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,4034.300306896551
FDT45,OUT017,935.0323883040942
NCC54,OUT027,6280.890879999996
FDP08,OUT018,2893.8398258992806
FDU44,OUT046,2644.4778427083343
DRG39,OUT035,935.0323883040942
FDU32,OUT049,2243.669596721311
FDY27,OUT049,3259.5620849056604
NCP54,OUT013,2243.669596721311
NCZ41,OUT049,1987.251048648648
DRL49,OUT013,2309.200798000001
FDI05,OUT018,1202.656733333333
FDY56,OUT045,3643.519725984252
DRC13,OUT013,2243.669596721311
NCV29,OUT017,3259.5620849056604
FDR24,OUT049,1458.4550080536917
FDZ34,OUT018,2893.8398258992806
FDP37,OUT035,2142.7435709401707
FDX08,OUT027,5329.314724444444
FDS57,OUT045,1827.8328454545453
NCG18,OUT049,1682.2122382352939
FDK25,OUT018,2232.847021848739
FDH53,OUT049,1202.656733333333
DRI59,OUT018,3327.9525829268296
FDA52,OUT046,2778.5893175257734
FDT20,OUT010,92.67548155339806
FDE36,OUT019,425.9355914529916
FDI24,OUT017,2778.5893175257734
FDB28,OUT018,2893.8398258992806
FDV11,OUT017,2552.005235185186
FDP01,OUT046,2453.7477006993017
FDD34,OUT027,4117.3177126315795
FDJ50,OUT027,1378.2631852760737
FDZ44,OUT013,1922.1493817142846
DRO59,OUT035,1103.1862133333336
DRB48,OUT045,677.1027476190475
FDR21,OUT018,2778.5893175257734
NCE42,OUT010,584.7577647727275
FDO23,OUT046,1284.7897668711655
NCE30,OUT018,3327.9525829268296
FDQ22,OUT035,583.8145788617886
FDY01,OUT045,1827.8328454545453
FDS08,OUT017,2778.5893175257734
FDG28,OUT018,3327.9525829268296
FDQ51,OUT018,798.217603539823
FDB05,OUT017,4433.304032653062
FDO56,OUT049,1922.1493817142846
FDE02,OUT018,1202.656733333333
FDN45,OUT017,3737.2957751824797
FDS09,OUT013,713.8586545454551
NCA54,OUT018,3384.1080642424226
FDP09,OUT010,584.7577647727275
FDC53,OUT045,1573.0706258064517
NCM55,OUT017,2939.348476190474
FDL09,OUT018,2232.847021848739
FDA11,OUT019,219.21852093023256
FDA50,OUT045,1573.0706258064517
FDC23,OUT017,3259.5620849056604
FDE22,OUT049,2286.4132673684217
FDD23,OUT046,3391.5912527272717
NCA29,OUT049,3259.5620849056604
FDK38,OUT046,2286.4132673684217
DRC13,OUT046,2243.669596721311
NCP43,OUT049,2778.5893175257734
FDX28,OUT049,1461.8437959999997
FDF08,OUT049,1202.656733333333
FDZ33,OUT046,2503.501336448598
FDD10,OUT049,2552.005235185186
FDO58,OUT017,2453.7477006993017
FDI50,OUT017,3945.4325672131154
FDO58,OUT045,2453.7477006993017
FDX08,OUT013,3384.1080642424226
NCK17,OUT010,92.67548155339806
FDF39,OUT035,4034.300306896551
FDU45,OUT010,281.4820818181817
NCJ18,OUT018,1752.2524400000002
DRC27,OUT019,584.7577647727275
DRC25,OUT035,1435.9121343750003
FDU59,OUT035,2503.501336448598
FDU28,OUT035,2939.348476190474
NCP30,OUT046,677.1027476190475
FDB39,OUT018,796.6402682539688
FDE41,OUT013,1435.9121343750003
DRH11,OUT010,165.91858165137603
FDA58,OUT045,3737.2957751824797
FDU50,OUT046,1922.1493817142846
FDM34,OUT013,1987.251048648648
FDM44,OUT027,2517.8820884848496
FDR39,OUT045,3384.1080642424226
FDM25,OUT045,3259.5620849056604
FDQ49,OUT049,2453.7477006993017
DRH25,OUT018,796.6402682539688
FDM09,OUT027,4117.3177126315795
FDL44,OUT019,346.8972837209304
NCR42,OUT018,507.04640366972507
DRL59,OUT046,935.0323883040942
FDX43,OUT013,2286.4132673684217
DRK47,OUT010,584.7577647727275
FDU48,OUT018,1752.2524400000002
FDY12,OUT045,713.8586545454551
NCN43,OUT018,1752.2524400000002
NCM55,OUT018,3384.1080642424226
FDQ21,OUT027,3242.0620715328478
FDX13,OUT035,4433.304032653062
NCK30,OUT027,6280.890879999996
FDG20,OUT049,2778.5893175257734
DRG27,OUT017,677.1027476190475
FDY14,OUT018,3327.9525829268296
FDP59,OUT035,1879.2570116129032
FDU60,OUT017,2453.7477006993017
NCC18,OUT019,425.9355914529916
DRJ39,OUT017,4340.218358415841
FDS07,OUT049,1922.1493817142846
FDM08,OUT027,5329.314724444444
FDP51,OUT045,1827.8328454545453
FDU16,OUT035,1284.7897668711655
FDH12,OUT013,1649.2997859999991
DRE48,OUT010,482.6995426229507
NCL42,OUT027,6280.890879999996
FDR21,OUT045,2778.5893175257734
NCW29,OUT035,2243.669596721311
FDO11,OUT013,4034.300306896551
NCM31,OUT049,2309.200798000001
FDV35,OUT019,346.8972837209304
FDF58,OUT017,935.0323883040942
NCE43,OUT049,2644.4778427083343
FDA02,OUT035,2644.4778427083343
DRL37,OUT010,92.67548155339806
FDR24,OUT018,1202.656733333333
FDW59,OUT049,1202.656733333333
FDS22,OUT049,677.1027476190475
FDW24,OUT017,713.8586545454551
FDU24,OUT035,1461.8437959999997
FDA21,OUT027,5329.314724444444
FDH58,OUT027,3242.0620715328478
FDW36,OUT018,1372.6884907407414
FDI45,OUT027,4117.3177126315795
FDU01,OUT018,2752.9709346534655
FDF35,OUT027,2517.8820884848496
FDU43,OUT019,584.7577647727275
FDE24,OUT019,346.8972837209304
FDK50,OUT049,2649.1102324324324
FDG31,OUT045,1103.1862133333336
FDC60,OUT045,1458.4550080536917
FDL36,OUT013,1458.4550080536917
FDP21,OUT013,2893.8398258992806
FDW16,OUT045,1458.4550080536917
FDX02,OUT017,4340.218358415841
FDQ58,OUT027,4117.3177126315795
FDT51,OUT046,1682.2122382352939
FDD59,OUT049,1202.656733333333
NCM42,OUT018,1372.6884907407414
FDA57,OUT018,507.04640366972507
FDZ48,OUT035,1649.2997859999991
FDE46,OUT045,2453.7477006993017
NCZ30,OUT019,281.4820818181817
FDB56,OUT017,3391.5912527272717
FDA25,OUT027,2517.8820884848496
FDD20,OUT013,2243.669596721311
FDL25,OUT013,1435.9121343750003
NCO18,OUT049,2778.5893175257734
FDJ45,OUT017,583.8145788617886
FDR12,OUT035,2644.4778427083343
NCF19,OUT010,92.67548155339806
FDK25,OUT046,2503.501336448598
NCR17,OUT046,1922.1493817142846
FDC52,OUT046,2649.1102324324324
NCA54,OUT017,3384.1080642424226
FDR45,OUT010,584.7577647727275
NCM19,OUT049,1922.1493817142846
FDF39,OUT027,6280.890879999996
FDX23,OUT049,1573.0706258064517
FDD58,OUT027,2517.8820884848496
FDX28,OUT013,1461.8437959999997
NCD31,OUT013,2644.4778427083343
FDU57,OUT018,2232.847021848739
FDI27,OUT046,798.217603539823
NCM42,OUT046,1682.2122382352939
FDD32,OUT027,2517.8820884848496
FDI34,OUT013,3454.0625591549287
NCM29,OUT049,2243.669596721311
FDG46,OUT018,1752.2524400000002
DRC01,OUT010,92.67548155339806
FDB15,OUT027,6280.890879999996
NCA17,OUT027,4117.3177126315795
FDF10,OUT046,3053.099877777778
FDR26,OUT027,5329.314724444444
FDI02,OUT049,1879.2570116129032
NCM54,OUT010,281.4820818181817
FDF14,OUT013,2649.1102324324324
FDJ33,OUT010,281.4820818181817
FDM20,OUT035,4340.218358415841
FDC03,OUT027,5329.314724444444
NCX05,OUT046,1922.1493817142846
NCM41,OUT027,2517.8820884848496
NCU29,OUT010,346.8972837209304
FDQ59,OUT017,1435.9121343750003
FDH46,OUT010,219.21852093023256
FDH09,OUT013,713.8586545454551
NCD06,OUT045,798.217603539823
FDC15,OUT035,2644.4778427083343
DRD37,OUT027,1378.2631852760737
FDT28,OUT027,4117.3177126315795
FDR28,OUT027,4117.3177126315795
FDT38,OUT017,1284.7897668711655
FDV34,OUT027,1378.2631852760737
FDY52,OUT035,935.0323883040942
FDB34,OUT013,1284.7897668711655
DRL23,OUT018,1372.6884907407414
DRB24,OUT046,2649.1102324324324
FDJ50,OUT046,935.0323883040942
FDQ49,OUT035,2453.7477006993017
FDP20,OUT035,1987.251048648648
FDV19,OUT027,4117.3177126315795
NCR54,OUT045,3130.004904950494
FDO09,OUT010,584.7577647727275
FDS57,OUT018,1752.2524400000002
FDN10,OUT049,1922.1493817142846
FDV23,OUT049,2142.7435709401707
FDY28,OUT049,3454.0625591549287
DRG51,OUT013,2644.4778427083343
FDD45,OUT019,219.21852093023256
NCL18,OUT027,5329.314724444444
NCM29,OUT013,2243.669596721311
FDF17,OUT027,5329.314724444444
FDE22,OUT017,2286.4132673684217
FDQ22,OUT017,583.8145788617886
FDS01,OUT013,2778.5893175257734
FDW35,OUT027,1378.2631852760737
FDJ33,OUT046,2142.7435709401707
NCF54,OUT035,2778.5893175257734
FDE09,OUT013,1649.2997859999991
NCE06,OUT045,2503.501336448598
DRH49,OUT049,1202.656733333333
FDY43,OUT045,3053.099877777778
NCT05,OUT017,4034.300306896551
FDZ34,OUT045,3391.5912527272717
FDL38,OUT017,1458.4550080536917
FDZ31,OUT017,2939.348476190474
FDR14,OUT035,935.0323883040942
NCN54,OUT049,1458.4550080536917
NCC42,OUT027,3242.0620715328478
FDK08,OUT017,1879.2570116129032
FDP59,OUT013,1879.2570116129032
FDV22,OUT035,2644.4778427083343
FDD33,OUT035,3737.2957751824797
DRE60,OUT027,6280.890879999996
FDK52,OUT046,3454.0625591549287
FDA02,OUT017,2644.4778427083343
FDM56,OUT049,1649.2997859999991
FDE57,OUT035,2309.200798000001
FDM32,OUT045,1284.7897668711655
NCQ30,OUT027,3242.0620715328478
FDQ27,OUT027,2517.8820884848496
FDT60,OUT027,3242.0620715328478
FDU43,OUT049,4340.218358415841
NCO55,OUT035,1879.2570116129032
FDG02,OUT045,2752.9709346534655
FDJ28,OUT013,2893.8398258992806
FDP40,OUT045,1682.2122382352939
FDJ38,OUT045,3391.5912527272717
NCC54,OUT017,3737.2957751824797
NCZ41,OUT046,1987.251048648648
FDK38,OUT019,346.8972837209304
FDU52,OUT013,2286.4132673684217
FDC40,OUT046,1103.1862133333336
NCR30,OUT017,1103.1862133333336
NCN18,OUT017,1461.8437959999997
FDB50,OUT035,1458.4550080536917
FDG04,OUT013,2752.9709346534655
FDR26,OUT035,2778.5893175257734
NCT17,OUT018,2893.8398258992806
FDX35,OUT027,6280.890879999996
FDS12,OUT046,2142.7435709401707
NCZ29,OUT027,3242.0620715328478
FDB38,OUT010,346.8972837209304
FDP12,OUT013,507.04640366972507
FDP22,OUT046,713.8586545454551
FDS26,OUT018,3327.9525829268296
FDR52,OUT046,2939.348476190474
DRJ13,OUT046,2644.4778427083343
FDU48,OUT027,3242.0620715328478
FDE29,OUT035,935.0323883040942
NCT29,OUT049,1987.251048648648
DRK37,OUT018,2893.8398258992806
FDK55,OUT046,1458.4550080536917
FDR07,OUT046,1573.0706258064517
FDO21,OUT027,5329.314724444444
FDK46,OUT049,4433.304032653062
FDB12,OUT045,1879.2570116129032
FDT31,OUT027,5329.314724444444
FDJ33,OUT045,1827.8328454545453
FDC26,OUT027,3242.0620715328478
NCQ02,OUT045,2752.9709346534655
FDP08,OUT010,482.6995426229507
FDB11,OUT027,6280.890879999996
FDV55,OUT013,2644.4778427083343
FDW20,OUT049,2243.669596721311
NCJ18,OUT019,281.4820818181817
FDC41,OUT018,1103.1862133333336
FDE14,OUT027,2517.8820884848496
FDG35,OUT013,2552.005235185186
FDF45,OUT035,935.0323883040942
FDS19,OUT027,2517.8820884848496
FDS58,OUT019,346.8972837209304
FDA26,OUT017,3737.2957751824797
FDM32,OUT049,1202.656733333333
FDL45,OUT046,2243.669596721311
FDZ55,OUT049,2649.1102324324324
FDY37,OUT049,2309.200798000001
FDO46,OUT046,2752.9709346534655
FDQ60,OUT046,2142.7435709401707
FDA19,OUT018,1752.2524400000002
FDL15,OUT046,2644.4778427083343
FDM10,OUT018,3327.9525829268296
NCL05,OUT017,677.1027476190475
DRK49,OUT010,92.67548155339806
NCE18,OUT027,6280.890879999996
FDG40,OUT049,583.8145788617886
DRI59,OUT045,4340.218358415841
FDK28,OUT035,4433.304032653062
NCD06,OUT019,92.67548155339806
FDO11,OUT019,584.7577647727275
FDK27,OUT046,2243.669596721311
FDT43,OUT027,1378.2631852760737
FDD38,OUT018,1372.6884907407414
FDA16,OUT049,3945.4325672131154
FDL14,OUT027,4117.3177126315795
NCM17,OUT049,677.1027476190475
FDD20,OUT045,1827.8328454545453
FDA40,OUT045,1284.7897668711655
FDL43,OUT045,1435.9121343750003
FDV15,OUT045,1573.0706258064517
FDE52,OUT046,1435.9121343750003
NCL17,OUT010,346.8972837209304
NCJ31,OUT045,3737.2957751824797
FDR60,OUT045,1284.7897668711655
NCA18,OUT035,1922.1493817142846
FDS21,OUT027,1378.2631852760737
FDW09,OUT035,1284.7897668711655
FDL26,OUT035,3053.099877777778
FDS47,OUT018,1202.656733333333
FDC39,OUT046,3454.0625591549287
FDT51,OUT035,1682.2122382352939
FDK40,OUT035,4433.304032653062
NCG19,OUT045,3737.2957751824797
FDZ07,OUT046,935.0323883040942
FDF08,OUT027,2517.8820884848496
FDO04,OUT013,796.6402682539688
FDK41,OUT018,1458.4550080536917
FDP15,OUT049,4433.304032653062
NCD43,OUT018,1372.6884907407414
NCP18,OUT013,2644.4778427083343
FDZ51,OUT046,1284.7897668711655
DRH13,OUT035,1649.2997859999991
FDF38,OUT045,677.1027476190475
NCI43,OUT045,713.8586545454551
FDM38,OUT027,1378.2631852760737
FDS03,OUT013,1103.1862133333336
DRJ47,OUT017,2778.5893175257734
FDT50,OUT010,219.21852093023256
FDV02,OUT046,3259.5620849056604
NCG18,OUT017,1682.2122382352939
FDW52,OUT046,2644.4778427083343
FDS40,OUT035,583.8145788617886
FDN31,OUT017,2939.348476190474
FDA37,OUT045,1827.8328454545453
FDA15,OUT046,4433.304032653062
FDL39,OUT046,3384.1080642424226
FDJ53,OUT045,1827.8328454545453
FDX22,OUT013,3643.519725984252
NCZ42,OUT045,3945.4325672131154
FDD56,OUT027,4117.3177126315795
FDD40,OUT017,2752.9709346534655
FDS50,OUT013,4340.218358415841
NCN14,OUT013,3384.1080642424226
FDT15,OUT013,3384.1080642424226
NCS18,OUT027,2517.8820884848496
NCO26,OUT010,281.4820818181817
FDF58,OUT018,796.6402682539688
NCB19,OUT013,1458.4550080536917
FDH26,OUT017,2309.200798000001
DRB24,OUT027,4117.3177126315795
FDA49,OUT018,1458.4550080536917
FDB32,OUT045,1573.0706258064517
FDI36,OUT017,3130.004904950494
NCA17,OUT010,346.8972837209304
FDH22,OUT013,2142.7435709401707
NCM26,OUT018,2232.847021848739
FDT15,OUT027,5329.314724444444
FDB16,OUT018,1202.656733333333
NCP54,OUT027,3242.0620715328478
FDJ36,OUT013,1879.2570116129032
FDO28,OUT045,1827.8328454545453
FDU09,OUT013,796.6402682539688
FDF29,OUT017,2243.669596721311
FDY08,OUT013,2309.200798000001
DRJ59,OUT018,507.04640366972507
FDT23,OUT027,2517.8820884848496
FDU15,OUT018,507.04640366972507
FDT47,OUT013,1682.2122382352939
FDI53,OUT019,425.9355914529916
FDR59,OUT018,3327.9525829268296
FDD53,OUT035,677.1027476190475
FDY51,OUT017,3737.2957751824797
FDT04,OUT049,677.1027476190475
FDU51,OUT049,3259.5620849056604
FDG14,OUT035,2286.4132673684217
NCU06,OUT045,3737.2957751824797
DRG25,OUT046,3391.5912527272717
DRH49,OUT035,1284.7897668711655
FDN15,OUT035,2243.669596721311
FDL43,OUT018,1103.1862133333336
NCT18,OUT049,3384.1080642424226
NCB31,OUT013,4034.300306896551
FDK57,OUT035,2142.7435709401707
FDY04,OUT019,425.9355914529916
NCP54,OUT046,2243.669596721311
FDF41,OUT013,3454.0625591549287
FDM01,OUT045,1879.2570116129032
FDW03,OUT045,1682.2122382352939
FDF28,OUT045,1827.8328454545453
FDY37,OUT017,2309.200798000001
FDQ03,OUT017,3737.2957751824797
FDP51,OUT027,3242.0620715328478
FDJ40,OUT017,1879.2570116129032
FDC32,OUT049,1458.4550080536917
DRI49,OUT027,2517.8820884848496
NCW54,OUT017,935.0323883040942
FDF09,OUT017,583.8145788617886
FDP45,OUT018,3327.9525829268296
DRJ23,OUT018,2893.8398258992806
FDS59,OUT017,1879.2570116129032
FDY08,OUT046,2142.7435709401707
FDX16,OUT049,3053.099877777778
FDY16,OUT018,3384.1080642424226
FDK32,OUT035,3053.099877777778
FDQ22,OUT013,507.04640366972507
NCC31,OUT018,2232.847021848739
FDG58,OUT049,2286.4132673684217
DRF48,OUT013,2893.8398258992806
DRH36,OUT049,1103.1862133333336
NCR30,OUT035,1103.1862133333336
FDB03,OUT019,584.7577647727275
FDZ28,OUT027,3242.0620715328478
FDR35,OUT017,3130.004904950494
DRD15,OUT027,6280.890879999996
FDJ33,OUT019,281.4820818181817
FDA56,OUT010,281.4820818181817
FDP56,OUT046,798.217603539823
NCT30,OUT046,798.217603539823
FDK15,OUT017,1573.0706258064517
FDH44,OUT018,2232.847021848739
FDV01,OUT013,2453.7477006993017
DRG03,OUT017,2644.4778427083343
FDG50,OUT027,2517.8820884848496
FDR16,OUT010,584.7577647727275
FDZ60,OUT046,1649.2997859999991
DRG03,OUT045,2644.4778427083343
FDS56,OUT018,3327.9525829268296
FDU33,OUT045,798.217603539823
DRD27,OUT035,1461.8437959999997
FDW22,OUT046,3945.4325672131154
DRA24,OUT045,2453.7477006993017
FDF38,OUT049,677.1027476190475
FDX48,OUT013,2644.4778427083343
FDS58,OUT018,2232.847021848739
FDC32,OUT046,1458.4550080536917
NCQ29,OUT045,4034.300306896551
DRK39,OUT018,1202.656733333333
NCS38,OUT017,1922.1493817142846
DRO47,OUT013,1649.2997859999991
DRG27,OUT027,1378.2631852760737
FDC57,OUT027,5329.314724444444
FDS55,OUT046,2286.4132673684217
NCJ06,OUT018,1752.2524400000002
FDO01,OUT019,281.4820818181817
NCM55,OUT045,2939.348476190474
FDC52,OUT049,2649.1102324324324
FDQ15,OUT045,1284.7897668711655
NCT30,OUT027,1378.2631852760737
NCR42,OUT027,1378.2631852760737
FDD28,OUT035,935.0323883040942
FDQ34,OUT049,1573.0706258064517
FDZ12,OUT027,3242.0620715328478
DRE13,OUT019,219.21852093023256
NCN07,OUT019,281.4820818181817
FDM28,OUT035,3384.1080642424226
FDI10,OUT017,3259.5620849056604
FDQ25,OUT013,2649.1102324324324
FDA38,OUT010,584.7577647727275
DRI13,OUT049,3945.4325672131154
FDY20,OUT027,2517.8820884848496
NCZ53,OUT035,3391.5912527272717
NCM31,OUT013,2286.4132673684217
DRB01,OUT017,3391.5912527272717
DRF37,OUT046,4433.304032653062
NCF42,OUT049,2778.5893175257734
FDF16,OUT018,2232.847021848739
FDB41,OUT013,798.217603539823
FDR34,OUT013,3643.519725984252
FDR15,OUT018,2232.847021848739
NCV42,OUT019,281.4820818181817
FDW51,OUT035,3737.2957751824797
FDU36,OUT017,1573.0706258064517
FDX60,OUT049,1202.656733333333
FDY03,OUT035,1922.1493817142846
FDW55,OUT045,3945.4325672131154
FDT01,OUT010,584.7577647727275
FDG58,OUT013,2286.4132673684217
FDK21,OUT017,4433.304032653062
NCS41,OUT019,482.6995426229507
FDS10,OUT045,3384.1080642424226
NCT53,OUT046,2286.4132673684217
FDJ28,OUT018,2893.8398258992806
FDX44,OUT045,1435.9121343750003
FDT20,OUT018,507.04640366972507
FDO44,OUT017,1461.8437959999997
NCX17,OUT049,3454.0625591549287
FDY01,OUT017,1922.1493817142846
FDJ12,OUT027,5329.314724444444
DRK35,OUT018,507.04640366972507
FDD47,OUT019,425.9355914529916
NCM53,OUT035,1879.2570116129032
FDO45,OUT013,1284.7897668711655
NCM42,OUT010,281.4820818181817
FDE04,OUT046,3259.5620849056604
NCI30,OUT027,6280.890879999996
FDZ19,OUT013,2778.5893175257734
FDW57,OUT013,2552.005235185186
FDA25,OUT013,1879.2570116129032
FDT22,OUT046,935.0323883040942
FDP51,OUT013,2142.7435709401707
FDD48,OUT027,3242.0620715328478
FDY39,OUT035,3384.1080642424226
FDO48,OUT010,584.7577647727275
FDD23,OUT027,5329.314724444444
DRN35,OUT027,1378.2631852760737
FDT01,OUT035,3737.2957751824797
FDC20,OUT010,165.91858165137603
DRJ35,OUT035,935.0323883040942
FDB32,OUT046,1458.4550080536917
FDL24,OUT046,3259.5620849056604
NCV42,OUT035,1922.1493817142846
FDZ46,OUT046,1649.2997859999991
FDC15,OUT013,2644.4778427083343
FDD08,OUT019,92.67548155339806
FDY50,OUT049,1202.656733333333
FDD36,OUT013,2243.669596721311
FDG57,OUT027,1378.2631852760737
FDL21,OUT018,507.04640366972507
FDN16,OUT027,2517.8820884848496
FDJ09,OUT027,1378.2631852760737
FDS01,OUT010,425.9355914529916
FDV33,OUT017,4034.300306896551
DRE12,OUT017,1922.1493817142846
FDR07,OUT013,1573.0706258064517
FDP48,OUT010,482.6995426229507
NCB55,OUT035,935.0323883040942
FDQ08,OUT013,796.6402682539688
FDR34,OUT035,3643.519725984252
FDO33,OUT046,1649.2997859999991
FDP13,OUT045,677.1027476190475
FDX12,OUT049,3945.4325672131154
NCT06,OUT049,3053.099877777778
FDR16,OUT019,584.7577647727275
FDE36,OUT046,2286.4132673684217
FDZ36,OUT049,3384.1080642424226
FDV13,OUT045,1284.7897668711655
NCZ17,OUT035,583.8145788617886
FDU56,OUT045,3384.1080642424226
FDM09,OUT035,2778.5893175257734
FDV02,OUT017,3259.5620849056604
FDS34,OUT018,1752.2524400000002
FDA11,OUT049,1573.0706258064517
FDP09,OUT017,3643.519725984252
FDB29,OUT027,3242.0620715328478
FDT19,OUT017,3259.5620849056604
DRH15,OUT017,677.1027476190475
FDY38,OUT046,3454.0625591549287
FDF14,OUT027,4117.3177126315795
FDN48,OUT010,219.21852093023256
FDQ12,OUT013,3643.519725984252
NCJ43,OUT045,2552.005235185186
FDE17,OUT019,346.8972837209304
FDB05,OUT035,4433.304032653062
FDH10,OUT045,2939.348476190474
NCR06,OUT017,677.1027476190475
FDU32,OUT018,1752.2524400000002
FDD56,OUT049,2778.5893175257734
FDO36,OUT018,3384.1080642424226
FDH16,OUT010,219.21852093023256
FDX10,OUT018,507.04640366972507
FDZ37,OUT017,1435.9121343750003
FDU31,OUT010,584.7577647727275
DRC49,OUT049,2309.200798000001
FDL15,OUT045,2644.4778427083343
FDN32,OUT019,482.6995426229507
DRH59,OUT027,1378.2631852760737
NCU29,OUT049,2649.1102324324324
FDR37,OUT019,482.6995426229507
FDS14,OUT018,2232.847021848739
FDU02,OUT027,6280.890879999996
FDJ08,OUT035,3391.5912527272717
NCZ06,OUT045,4034.300306896551
FDO31,OUT049,1458.4550080536917
FDH31,OUT018,1372.6884907407414
FDS58,OUT017,2649.1102324324324
NCA53,OUT027,1378.2631852760737
FDF50,OUT046,3391.5912527272717
NCW42,OUT049,4340.218358415841
NCQ17,OUT045,2503.501336448598
FDK51,OUT018,3327.9525829268296
NCW41,OUT010,346.8972837209304
NCR29,OUT017,935.0323883040942
FDB08,OUT019,346.8972837209304
FDA40,OUT027,2517.8820884848496
FDL14,OUT018,2232.847021848739
FDB47,OUT046,3454.0625591549287
FDO03,OUT035,4340.218358415841
DRK13,OUT019,482.6995426229507
FDX13,OUT010,584.7577647727275
FDF52,OUT046,3384.1080642424226
FDT11,OUT013,2893.8398258992806
FDB08,OUT013,2649.1102324324324
FDQ28,OUT018,2232.847021848739
FDD29,OUT045,4433.304032653062
NCQ29,OUT027,6280.890879999996
NCO02,OUT013,1103.1862133333336
FDR56,OUT010,482.6995426229507
NCM54,OUT049,1987.251048648648
FDP51,OUT035,1922.1493817142846
FDT38,OUT013,1284.7897668711655
FDZ20,OUT018,3327.9525829268296
FDJ53,OUT013,1987.251048648648
FDX13,OUT049,4433.304032653062
FDP58,OUT035,3737.2957751824797
NCK31,OUT019,165.91858165137603
FDA35,OUT018,1752.2524400000002
FDV37,OUT018,2893.8398258992806
NCO07,OUT027,5329.314724444444
FDA20,OUT045,3391.5912527272717
FDZ59,OUT035,2503.501336448598
NCY17,OUT017,677.1027476190475
FDQ28,OUT035,2644.4778427083343
FDV35,OUT017,2453.7477006993017
FDQ36,OUT013,507.04640366972507
FDD34,OUT018,2232.847021848739
FDK51,OUT045,4433.304032653062
FDV31,OUT035,2552.005235185186
FDR04,OUT035,1573.0706258064517
FDR14,OUT049,796.6402682539688
DRC36,OUT010,425.9355914529916
FDE39,OUT019,281.4820818181817
FDP57,OUT049,1461.8437959999997
FDE57,OUT046,2309.200798000001
NCN18,OUT046,1461.8437959999997
NCQ05,OUT018,2232.847021848739
FDW47,OUT035,1987.251048648648
FDV46,OUT035,2243.669596721311
NCP29,OUT045,1103.1862133333336
FDE09,OUT018,1372.6884907407414
NCU06,OUT027,6280.890879999996
FDT19,OUT010,425.9355914529916
DRF15,OUT017,2453.7477006993017
DRI51,OUT013,3053.099877777778
NCX54,OUT013,1879.2570116129032
DRE01,OUT013,3454.0625591549287
NCB07,OUT045,3130.004904950494
FDU50,OUT035,1922.1493817142846
FDG40,OUT035,583.8145788617886
FDW10,OUT018,2552.005235185186
FDX51,OUT013,2893.8398258992806
NCP17,OUT045,1103.1862133333336
FDP21,OUT035,3391.5912527272717
FDL04,OUT045,1573.0706258064517
FDV23,OUT013,2142.7435709401707
FDF24,OUT046,1284.7897668711655
FDH56,OUT027,3242.0620715328478
FDB51,OUT049,796.6402682539688
FDI58,OUT027,2517.8820884848496
FDR20,OUT013,798.217603539823
FDC51,OUT018,1752.2524400000002
FDB16,OUT027,2517.8820884848496
FDE40,OUT049,796.6402682539688
NCM17,OUT035,677.1027476190475
FDU56,OUT035,3384.1080642424226
FDS32,OUT019,281.4820818181817
FDX02,OUT049,4340.218358415841
FDT39,OUT027,4117.3177126315795
FDE35,OUT017,935.0323883040942
NCI42,OUT019,584.7577647727275
DRL23,OUT046,1573.0706258064517
FDA10,OUT046,2142.7435709401707
FDA11,OUT013,1573.0706258064517
NCM06,OUT046,2286.4132673684217
NCT05,OUT035,4034.300306896551
NCQ02,OUT010,482.6995426229507
NCY06,OUT049,1987.251048648648
FDY56,OUT035,3643.519725984252
FDL02,OUT035,1879.2570116129032
NCI06,OUT035,2778.5893175257734
FDQ14,OUT045,2286.4132673684217
FDQ12,OUT017,3643.519725984252
FDP36,OUT046,713.8586545454551
FDK21,OUT027,6280.890879999996
FDO40,OUT045,2644.4778427083343
NCK54,OUT019,281.4820818181817
FDY09,OUT018,3259.5620849056604
NCW30,OUT049,4034.300306896551
NCC55,OUT027,1378.2631852760737
FDE58,OUT018,1752.2524400000002
FDR39,OUT013,3384.1080642424226
FDU28,OUT049,2939.348476190474
FDH08,OUT017,3643.519725984252
FDG35,OUT045,2552.005235185186
FDG22,OUT049,583.8145788617886
FDC34,OUT035,2644.4778427083343
FDP15,OUT018,3327.9525829268296
FDK34,OUT010,584.7577647727275
FDU45,OUT035,1922.1493817142846
FDQ04,OUT027,1378.2631852760737
FDX22,OUT018,3327.9525829268296
FDB45,OUT017,1573.0706258064517
NCH43,OUT027,5329.314724444444
DRE60,OUT046,3454.0625591549287
FDD17,OUT027,6280.890879999996
NCM54,OUT017,1987.251048648648
NCH55,OUT013,2243.669596721311
NCT06,OUT017,3053.099877777778
FDA48,OUT027,5329.314724444444
FDY58,OUT027,6280.890879999996
FDO25,OUT045,3737.2957751824797
FDN50,OUT045,1682.2122382352939
FDH35,OUT035,2453.7477006993017
FDK09,OUT045,3737.2957751824797
FDO16,OUT013,1435.9121343750003
FDW11,OUT045,1103.1862133333336
FDU47,OUT027,3242.0620715328478
NCQ42,OUT010,281.4820818181817
FDK55,OUT027,2517.8820884848496
FDN08,OUT049,1922.1493817142846
FDT57,OUT045,3945.4325672131154
FDJ12,OUT018,3327.9525829268296
DRL59,OUT017,713.8586545454551
NCN53,OUT046,583.8145788617886
FDO51,OUT010,92.67548155339806
FDK56,OUT017,3391.5912527272717
